abandon [4'b1nd4n] vt.抛弃；放弃n.放纵；沉溺
tinplate ['tinpleit] n.镀锡铁皮, 马口铁
tadpole ['t1dp4ul] n.[动]蝌蚪
teapot ['ti:p3t] n.茶壶
tray [trei] n.碟，盘子
tailor ['teil4] n.裁缝师
telescope ['telisk4up] n.望远镜
tissue ['ti5u:] n.薄的纱织品；薄纸，棉纸；[生]组织
tableland ['teibll1nd] n.高原
tactics ['t1ktiks] n.战术；策略
tactile ['t1ktail] adj.触觉的；可触觉的
tag [t1g] vt.给…加标签；添加，附加n.标签，货签
taint [teint; tent] n.污点，瑕疵vt.污染；玷污
take into account [] 考虑到
talent ['t1l4nt] n.才能；天才
talented ['t1l4ntid] adj.有天才的，有才能的
tally ['t1li] v.符合，吻合n.记录；记账
tame [teim] vt.驯养，驯服adj.（动物）驯服的，柔顺的
tap [t1p] vt.开发，利用
tapering ['teip4ri6] adj.尖端细的
tapeworm ['teipw4:m] n.[动]绦虫
tapestry ['t1pistri] n.织锦, 挂毯
tardy ['t2:di] adj.迟到的；缓慢的
tardiness ['t2:dinis] n.迟到；缓慢
tariff ['t1rif] n.关税
tarnish ['t2:ni5] n.晦暗，污点vt.使失去光泽；玷污
taste [teist] v.品尝，辨味n.味道，味觉n.品味，兴趣
tasty ['teisti] adj.美味的，可口的
tasteless ['teistlis] adj.没味道的
tavern ['t1v4(:)n] n.小酒店；客栈
tectonics [tek't3niks] n.[地]构造地质学
tedium ['ti:di4m, -dj4m] n.单调乏味
tedious ['ti:di4s] adj.单调乏味的，沉闷的
teem with [] 充满
telegraph ['teligr2:f] n.电报机；电报
telescope ['telisk4up] n.望远镜
temper ['temp4] n.脾气，性情vt.缓和，调节
temperate ['temp4rit] adj.（气候等）温和的adj.(欲望、饮食等)适度的,有节制的
temperance ['temp4r4ns] n.节制，自制；戒酒；禁酒
temperature ['temprit54(r)] n.温度
temple ['templ] n.寺庙，教堂
temporary ['temp4r4ri] adj.短暂的，暂时的
temporarily ['temp4r4rili] adv.临时
tempt [tempt] vt.诱使
tempting ['tempti6] adj.诱惑人的
tenant ['ten4nt] n.承租人，房客
tendency ['tend4nsi] n.趋势，倾向
tender ['tend4] adj.嫩的，柔软的
tenderness ['tend4nis] n.亲切，温柔
tenement ['tenim4nt] n.出租给房客的住房；(穷人)公寓
tense [tens] adj.紧张的，拉紧的
tension ['ten54n] n.紧张（状态），压力
tensile ['tensail] adj.可拉长的, 可伸长的
tentacle ['tent4kl] n.触角，触须，触手
terminal ['t4:minl] n.总站，终点站n.（电脑）终端，接线端
terminate ['t4:mineit] v.停止，结束
termination [.t4:mi'nei54n] n.终止，结束
terminology [.t4:mi'n3l4d9i] n.用辞，术语
terminus ['t4:min4s] n.（火车、汽车）终点站
termite ['t4:mait] n.白蚁
terrace ['ter4s] n.梯田，台地；阳台vt.使成梯田
terrain [t4'rein] n.地势，地形
terrestrial [ti'restri4l] adj.地球（上）的；陆地的
terrify ['terifai] vt.使恐怖，使惊吓
terrifying [] adj.恐怖的
terribly ['teribli] adv.可怕地，十分
terrific [t4'rifik] adj.极好的
testify to [] 证实
textile ['tekstail] n.纺织品
texture ['tekst54] n.质地；（材料等）结构
textured ['tekst54d] adj.手摸时有感觉的, 有织纹的
thaw [73:] n.解冻v.解冻，融化
theft [7eft] n.偷窃
theme [7i:m] n.(谈话, 写作等的)题目, 主题
theoretical [7i4'retik4l] adj.理论上的
thereby ['0A4'bai] adv.因此，从而
therefore ['0A4f3:] adv.因此，所以
thermal ['74:m4l] adj.热的, 热量的
thesis ['7i:sis] n.论题，论文
thigh [7ai] n.大腿
thorny ['73:ni] adj.有刺的；多刺的
thorn [73:n] n.[植]刺, 棘
thorough ['78r4] adj.完全的，彻底的
thoughtful ['73:tful] adj.体贴的，考虑周到的adj.有思想性的
thread [7red] n.线
threadlike ['7redlaik] adj.线状的
threaten ['7retn] vt.威胁；预示…的凶兆，可能来临
threateningly [] adv.胁迫地
three-dimensional [7ri:'dimen54n4l] adj.三维的, 立体的
threshold ['7re5h4uld;'7rA5hold] n.开始，开端
thrifty ['7rifti] adj.节省的，节俭的
thrive [7raiv] vi.繁荣，兴旺；茁壮成长
thrive on [] 在…中旺盛生长
thrust [7r8st] n.推力，冲vt.插入，用力刺
thunderstorm ['78nd4st3:m] n.暴风雨
tide [taid] n.潮汐；潮流
tilt [tilt] n.倾斜
timber ['timb4] n.木材，木料
time-consuming ['taimk4n.sju:mi6] adj.费时间的
timid ['timid] adj.胆怯的，羞怯的
timidity [ti'miditi] n.胆怯
tint [tint] vt.给…着色；染n.色彩
tip [tip] n.顶，尖端n.小费
tissue ['ti5u:] n.[生]组织n.绵纸，薄纸
to and fro [] 来来回回i
toe [t4u] n.趾，脚趾，足尖
toed [t4ud] adj.有趾的
tolerate ['t3l4reit] vt.忍受；容许
tolerant ['t3l4r4nt] adj.容忍的；宽容的
tolerance ['t3l4r4ns] n.忍受，宽容
topography [t4'p3gr4fi] n.地形；地形学
topographical [.t3p4'gr1fik4l] adj.地形学的
topsoil ['t3p's3il] n.表层土
tornado [t3:'neid4u] n.旋风，龙卷风
torpor ['t3:p4] n.迟钝，不活泼
torque [t3:k] n.扭矩
torrent ['t3r4nt] n.连发，迸发n.骤雨；急流，洪流
torrential [t3'ren54l] adj.奔流的，如急流的
torrential rain [] 豪雨，大雨
tortuous ['t3:tju4s] adj.曲折的, 转弯抹角的
touching ['t8t5i6] adj.动人的，令人感伤的
touched [t8t5t] adj.被感动的
touchdown ['t8t5daun] n.着地，降落
tough [t8f] adj.坚硬的；坚强的adj.艰苦的adj.坚韧的；严格的,严格执行纪律的
tournament ['tu4n4m4nt] n.比赛，锦标赛
tow [t4u] v.拖引，牵引n.拖，拽
tower ['tau4] n.塔，城堡
towering ['tau4ri6] adj.高耸的；杰出的
toxic ['t3ksik] adj.有毒的，中毒的
trace [treis] n.痕迹vt.跟踪；追溯
track [tr1k] n.轨道，路经   v. 追踪
trail [treil] n.踪迹，小路   v. 追踪
tract [tr1kt] n.广阔的地面，大片（土地）n.管道
traction ['tr1k54n] n.牵引
tractor ['tr1kt4] n.拖拉机
tragedy ['tr1d9idi] n.[戏剧]悲惨；悲惨之事
trait [treit] n.特征，特性
trample ['tr1mpl] vt.踩踏；蹂躏
tranquil ['tr16kwil] adj.宁静的，安静的
tranquility [tr16'kwiliti] n.宁静，安静
transaction [tr1n'z1k54n] n.交易
transcend [tr1n'send] vt.超出，超越
transcript ['tr1nskript] n.抄本
transfer [tr1ns'f4:] v.转移；转学
transform [tr1ns'f3:m] vt.（使）变形，改观
transformation [.tr1nsf4'mei54n] n.转变；变形
transition [tr1n'zi5n;tr1n'zi54n] n.转变，过渡
translucent [tr1nz'lju:snt] adj.半透明的；透明的
transmit [tr1nz'mit] v.传送，传播
transmitter [tr1nz'mit4] n.传送者，发送器
transmute [tr1nz'mju:t] vt.使变化，使改变
transparent [tr1ns'pA4r4nt] adj.透明的
transplant [tr1ns'pl2:nt] v.移植
trap [tr1p] v.捕捉，困住；陷害n.圈套，陷阱
trapper ['tr1p4] n.设阱捕兽者
trash [tr15] n.垃圾，废物
treacherous ['tret54r4s] adj.不可靠的，有暗藏的危险的adj.背叛的，背信弃义的
tread [tred] vi.踏，践踏；行走
treadmill ['tredmil] n.踏车
treason ['tri:zn] n.叛逆，叛国
treasure trove [] 无主埋藏物，无主珍宝
trove [tr4uv] n.被发现的东西，收藏的东西
treatment ['tri:tm4nt] n.待遇，对待n.处理，治疗
tremendous [tri'mend4s] adj.巨大的，惊人的
trench [trent5] n.沟，壕沟
trend [trend] n.倾向，趋势
trespass ['tresp4s] vt.侵犯，闯入私人领地
trespasser ['tresp4s4] n.侵犯（他人土地）者
trial ['trai4l] n.实验n.审讯
tribal ['traib4l] adj.部落的，宗族的
tribe [traib] n.部落，部族
tributary ['tribjut4ri] adj.辅助的，支流的n.支流
tribute ['tribju:t] n.贡品，礼物n.颂词，殷勤
trickle ['trikl] vi.滴；细流
trigger ['trig4] vt.引发，引起，触发
trilogy ['tril4d9i] n.三部剧，三部曲
trim [trim] vt.修剪，整饰
triumph ['trai4mf] n.胜利vi.获得胜利，成功
trivial ['trivi4l] adj.微不足道的，琐碎的
tropical ['tr3pikl] adj.热带的
troublesome ['tr8bls4m] adj.讨厌的，麻烦的
troubling ['tr8bli6] adj.令人不安的，令人忧虑的
troupe [tru:p] n.剧团
trumpet ['tr8mpit] n.喇叭
trumpeter ['tr8mpit4] n.喇叭手，号兵
trustworthy ['tr8st.w4:0i] adj.可信赖的
tub [t8b] n.桶，浴盆
tube ['tju:b] n.管子；电子管，显像管
tuition [tju:'i54n] n.学费
tumble ['t8mbl] v.翻滚   n. 平脚杯
tundra ['t8ndr4] n.苔原，冻土地带
tunnel ['t8nl] n.隧道
turbulent ['t4:bjul4nt] adj.吵闹的；狂暴的
turbulence ['t4:bjul4ns] n.喧嚣，骚乱
turnpike [] n.公路，收费高速公路
turquoise ['t4:kw2:z, kw3iz] n.绿宝石
tutor ['tju:t4] vt.辅导；当…的家庭教师n.家庭教师
tutorial [tju:'t3:ri4l] n.个别指导
twig [twig] n.细枝，嫩枝
twine [twain] v.搓，织，编饰；(使)缠绕
twist [twist] n./v.扭曲，拧
tycoon [tai'ku:n] n.大企业家，大亨
typify ['tipifai] vt.代表，为…之典型
typical ['tipik4l] adj.典型的；有代表性的
tyrannical [ti'r1nik4l] adj.暴虐的，残暴的
tableware ['teib(4)lwe4(r)] n.餐具
unadorned ['8n4'd3:nd] adj.未装饰的，朴实的
unbearable [8n'bA4r4bl] adj.无法忍受的，承受不住的
unbiased ['8n'bai4st] adj.没有偏见的
unconscious [8n'k3n54s] adj.不省人事的,未发觉的,无意识的
unconventional ['8nk4n'ven54n4l] adj.非传统的
unconvincing [8nk4n'vinsi6] adj.不足以令人相信的
under the depressor [] 被强制
undeserved ['8ndi'z4:vd] adj.不应得的，不该受的
undifferentiated ['8n.dif4'ren5ieitid] adj.无差别的，无显著特征的
undistorted ['8ndis't3:tid] adj.未失真的
undisturbed ['8ndis't4:bd] adj.没受干扰的，安静的
underestimate ['8nd4r'estimeit] vt.低估，看轻
unfavorable ['8n'feiv4r4bl] adj.不宜的；相反的
unfold [8n'f4uld] v.打开，显露
unload ['8n'l4ud] vt.摆脱…的负担，卸
underneath [.8nd4'ni:7] prep.在…的下面
unobstructed ['8n4b'str8ktid] adj.畅通无阻的
unpack ['8n'p1k] vt.打开包裹（或行李），卸货
unpalatable [8n'p1l4t4bl] adj.味道差的，不好吃的
unparalleled [8n'p1r4leld] adj.无比的，空前的
unprecedented [8n'presid4ntid] adj.空前的
unpromising ['8n'pr3misi6] adj.无前途的，没有希望的
unquestioning [8n'kwest54ni6] adj.不加疑问的,不犹豫的
unquestionably [8n'kwest54n4bli] adv.无疑地，无可非议地
unrestrained ['8nris'treind] adj.无限制的
unrestricted ['8nris'triktid] adj.无限制的，自由的
urban ['4:b4n] adj.都市的
unsatisfactory ['8ns1tis'f1kt4ri] adj.令人不满意的
upscale ['8pskeil] adj.高消费阶层的
unscrupulously [] adv.肆无忌惮地，无道德的
unseasonably [] adv.不合时令地，不合时宜地
unsophisticated ['8ns4'fistikeitid] adj.不懂世故的, 单纯的
unspoiled [8n'sp3ild] adj.未损坏的
unrestrained ['8nris'treind] adj.无限制的
unsubstantiated ['8ns4b'st1n5ieitid] adj.未被证实的
untamed ['8n'teimd] adj.未驯服的
untapped [8n't1pt] adj.未使用的
utensil [ju:'tensl] n.器具
ultimate ['8ltimit] adj.最终的，最后的
ultimatum [.8lti'meit4m] n.最后通牒
ultrasonic ['8ltr4's3nik] adj.超音速的，超声（波）的
ultrasonics [] n.超音波学
ultraviolet ['8ltr4'vai4lit] adj.紫外线的
unadorned ['8n4'd3:nd] adj.未装饰的,朴实的
unanimity ['ju:n4'nimiti] n.全体一致，一致同意
unanimous [ju(:)'n1nim4s] adj.全体意见一致的
unbiased ['8n'bai4st] adj.没有偏见的
unbridgeable ['8n'brid94bl] adj.不能架桥的, 不能逾越的
unbridled [8n'braidld] adj.放纵的，无约束的
unbroken ['8n'br4uk4n] adj.完整的；持续的
uncharted ['8n't52:tid] adj.地图上没标明的
unconscious [8n'k3n54s] adj.不省人事的；无意识的
unconventional ['8nk4n'ven54n4l] adj.非传统的，与先前不同的
uncover [8n'k8v4] v.发现，揭示
underdeveloped ['8nd4di'vel4pt] adj.不发达的
underestimate ['8nd4r'estimeit] v.低估
undergo [.8nd4'g4u] v.经历，遭受
undergraduate [.8nd4'gr1djuit] n.(尚未取得学位的)大学生
underground ['8nd4graund] adj.地下的，地面下的
underlying ['8nd4'laii6] adj.基础的；在下面的
underlie [.8nd4'lai] vt.位于...之下, 成为...的基础
undermine [.8nd4'main] v.渐渐破坏，暗地里破坏
underscore [.8nd4'sk3:] v.划线于…下，强调
undertake [.8nd4'teik] v.从事，承担
undertaking [.8nd4'teiki6] n.任务；事业
underwater ['8nd4'w3:t4] adj.在水下的，在水中的
undo ['8n'du:] v.解开，松开v.逆转或清除；取消
undoubtedly [8n'dautidli] adv.毋庸置疑地，确凿地
unearth ['8n'4:7] vt.发觉，挖出；揭露
unemployed ['8nim'pl3id] adj.失业的
unevenly ['8n'i:v4nli] adv.不平坦地；不均衡地
unexplored ['8niks'pl3:d] adj.未开发的，未探索的
unfair ['8n'fA4] adj.不公平的
unfertilized ['8n'f4:tilaizd] adj.未施肥的，未受精的
unfortunately [8n'f3:tjun4tli] adv.不幸地
uniform ['ju:nif3:m] n.制服adj.统一的；始终如一的
uniformity [.ju:ni'f3:miti] n.同样，一式
unify ['ju:nifai] vt.统一，使成一体
unimaginable [.8ni'm1d9in4bl] adj.不可想象的
uninhabited ['8nin'h1bitid] adj.无人居住的
unique [ju:'ni:k] adj.独一无二的；独特的
uniqueness [ju:'ni:knis] n.独特，独一无二
unity ['ju:niti] n.结合，一致
universal [.ju:ni'v4:s4l] adj.宇宙的adj.普遍的；共同的
universe ['ju:niv4:s] n.宇宙
unmatched ['8n'm1t5t] adj.无可匹敌的
unpack ['8n'p1k] v.打开包裹（或行李）
unpalatable [8n'p1l4t4bl] adj.味道差的, 不好吃的
unprecedented [8n'presid4ntid] adj.前所未有的，空前的
unpredictable ['8npri'dikt4bl] adj.不可预知的
unpromising ['8n'pr3misi6] adj.无前途的, 没有希望的
unravel [8n'r1v4l] v.弄清楚（秘密）v.拆开；解开；松开
unrestrained ['8nris'treind] adj.无限制的
unrestricted ['8nris'triktid] adj.无限制的, 自由的
unscrupulous [8n'skru:pjul4s] adj.肆无忌惮的, 无道德原则的
unselfish ['8n'selfi5] adj.不自私的, 慷慨的
unsophisticated ['8ns4'fistikeitid] adj.不懂事故的，单纯的
unstable ['8n'steibl] adj.不稳定的
unsubstantiated ['8ns4b'st1n5ieitid] adj.未经证实的
untouched ['8n't8t5t] adj.未触及的
unwieldy [8n'wi:ldi] adj.笨拙的；(因太大、太重、形状奇特等)不易被移动的，笨重的
upgrade ['8pgreid] v.使升级，提升
upheaval [8p'hi:v4l] n.剧变
uphold [8p'h4uld] v.维护，支持
upland ['8pl4nd] n.丘陵地带，高地
uproot [8p'ru:t] v.连根拔起，拔除v.根除,灭绝；赶出家园,被迫移开
upset [8p'set] adj.心烦意乱的v.颠覆，推翻；扰乱
upside-down ['8psaid'daun] adj.颠倒的
urban ['4:b4n] adj.城市的
urbane [4:'bein] adj.温文尔雅的
urbanism ['4:b4.niz4m] n.都市生活, 都市化
urbanite ['4:b4nait] n.都市人
urbanize ['4:b4naiz] vt.使都市化，使文雅
urbanization [.4:b4nai'zei54n] n.都市化，文雅化
urge [4:d9] v.催促；力劝，恳求n.冲动
urgent ['4:d94nt] adj.紧急的，迫切的
urgency ['4:d94nsi] n.紧急情况
usher in [] 引发，产生
utilitarian [.ju:tili'tA4ri4n] adj.功利的；实利的
utility [ju:'tiliti] n.公用事业公司；公用事业设备n.运用，效用
utilize [ju:'tilaiz] v.利用
utilization [.ju:tilai'zei54n] n.利用
utopian [ju:'t4upj4n] adj.乌托邦式的，空想的
utter ['8t4] v.做声；发表adj.全然的，完全的
utterance ['8t4r4ns] n.说话，说话的方式
utterly ['8t4li] adv.完全地，绝对地
universe ['ju:niv4:s] n.宇宙，世界
viability [.vai4'biliti] n.生存能力；可行性
variability [.vA4ri4'biliti] n.可变性
videocassette [] n.录像带
validate ['v1lideit] vt.（法律）使有效，使生效
vertebrate ['v4:tibrit] n./adj.脊椎动物（的）
verdict ['v4:dikt] n.[律](陪审团的)裁决
volcano [v3l'kein4u] n.火山
vacant ['veik4nt] adj.空的，未被占用的
vacancy ['veik4nsi] n.空白，空缺
vacation [v4'kei54n;vei'kei54n] n.度假，休假
vacate [vei'keit] vt.腾出，空出
vaccine ['v1ksi:n] n.疫苗
vaccinate ['v1ksineit] v.进行预防接种
vacuum ['v1kju4m] n.真空
vague [veig] adj.模糊的；含糊的
valid ['v1lid] adj.有效的；有根据的，正确的
validity [v4'liditi] n.有效性，合法性
validate ['v1lideit] vt.使生效，确认，证实
valve [v1lv] n.活门，阀
vanish ['v1ni5] vi.消失；灭绝
vapor ['veip4] n.水汽，水蒸气
vaporize ['veip4raiz] v.（使）蒸发
vaporization [.veip4rai'zei54n] n.蒸发
variable ['vA4ri4bl] n.[数]变数, 变量adj.可变的, 易变的
variation [.vA4ri'ei54n] n.变异；变种
variability [.vA4ri4'biliti] n.可变性
variety [v4'rai4ti] n.变化，多样性
variance ['vA4ri4ns] n.分歧；差异
varied ['vA4rid] adj.杂色的，各式各样的
various ['vA4ri4s] adj.各种的
varnish ['v2:ni5] vt.涂上清漆，修饰n.清漆
vast [v2:st] adj.巨大的，大量的；范围广的
vastness ['v2:stnis] n.巨大
vault [v3:lt] n.拱顶；地下室
vaulted ['v3:ltid] adj.拱状的
vegetation [.ved9i'tei54n] n.植物，草木，植被
vegetable ['ved9it4bl] n.蔬菜
vegetarian [.ved9i'tA4ri4n] n.素食者
vehicle ['vi:ikl] n.交通工具, 车辆n.媒介物, 传达手段
veil [veil] vt.隐藏，遮蔽       n. 面纱
vein [vein] n.静脉
veining ['veini6] n.脉络分布；矿脉
velocity [vi'l3siti] n.速度；速率
venerable ['ven4r4bl] adj.值得尊敬的，庄严的
veneration [.ven4'rei54n] n.尊敬, 崇拜
venom ['ven4m] n.(蛇的)毒液n.恶意, 怨恨
venomous ['ven4m4s] adj.有毒的
vent [vent] n.通风孔；出烟孔
ventilate ['ventileit] vt.使通风
ventilation [venti'lei54n] n.通风
venture ['vent54] n.冒险（事业），投机活动
venturesome ['vent54s4m] adj.好冒险的；（行为）冒险的
venue ['venju:] n.地点；会场
verbal ['v4:b4l] adj.口头的
verify ['verifai] vt.证明，证实
versatile ['v4:s4tail] adj.多才多艺的adj.通用的；可塑的，可变形的
verse [v4:s] n.诗，韵文
version ['v4:54n] n.译本，译文n.一种描述
vertebrate ['v4:tibrit] n./adj.脊椎动物（的）
vertical ['v4:tik4l] adj.垂直的，竖直的
vessel ['vesl] n.船n.脉管n.容器
vestige ['vestid9] n.痕迹，遗迹，残余
veteran ['vet4r4n] n.老兵；老手
veto ['vi:t4u] n.否决；否决权vt.否决；禁止
viable ['vai4bl] adj.可行的，切实可行的adj.能活下去的
viability [.vai4'biliti] n.生存能力，发育能力
vibrant ['vaibr4nt] adj.活泼的；生气勃勃的
vibrate [vai'breit] v.颤动，震动
vibration [vai'brei54n] n.振动，颤动
vicinity [vi'siniti] n.附近，接近
victor ['vikt4] n.胜利者；获胜者
victory ['vikt4ri] n.胜利，战胜
victorious [vik't3:ri4s] adj.获胜的，胜利的
vie [vai] v.竞争
vigilance ['vid94l4ns] n.警戒，警惕
vigor ['vig4] n.精力，活力
vigorous ['vig4r4s] adj.健壮的，精力旺盛的；有力的
vine [vain] n.葡萄藤，蔓
violence ['vai4l4ns] n.暴力，强暴
violent ['vai4l4nt] adj.暴力引起的，暴烈的adj.激烈的，强烈的
viral ['vair4l] adj.病毒的
virus ['vai4r4s] n.[微]病毒
virtue ['v4:tju:] n.美德
virtually ['v4:tju4li] adv.事实上，实质上
